source,topic,skill_tag,confidence,difficulty,difficulty_tier,needs_review
Test-2023B-Q27,Combinatorics,permutation_arrangement,0.95,1,easy,no
Test-2023B-Q28,Calculus,definite_integral,0.98,1,easy,no
Test-2023B-Q29,Trigonometry,trig_identity,0.90,1,easy,no
Test-2023B-Q3,Vectors,vector_geometry,0.90,1,easy,no
Test-2023B-Q30,Algebra,quadratic_inequality,0.85,1,easy,no
Test-2023B-Q31,Statistics,central_tendency,0.65,1,easy,yes
Test-2023B-Q32,Calculus,derivative_application,0.95,1,easy,no
Test-2023B-Q33,Geometry,triangle_geometry,0.95,1,easy,no
Test-2023B-Q34,Polynomials,polynomial_remainder,0.95,1,easy,no
Test-2023B-Q35,Calculus,derivative_application,0.95,1,easy,no
Test-2023B-Q36,Matrices,matrix_operation,0.75,1,easy,no
Test-2023B-Q4,Sets,set_theory,0.95,1,easy,no
Test-2023B-Q5,Complex Numbers,complex_numbers,0.98,1,easy,no
Test-2023B-Q6,Probability,discrete_distribution,0.95,1,easy,no
Test-2023B-Q7,Functions,function_graph,0.60,1,easy,yes
Test-2023B-Q8,Geometry,circle_geometry,0.95,1,easy,no
Test-2023B-Q9,Statistics,data_display,0.70,1,easy,no
Test-2023C-Q1,Arithmetic,radical_expression,0.90,1,easy,no
Test-2023C-Q10,Logarithms,logarithm,0.90,1,easy,no
Test-2023C-Q11,Sequences and Series,progression,0.90,1,easy,no
Test-2023C-Q12,Trigonometry,trig_value,0.95,1,easy,no
Test-2023C-Q13,Coordinate Geometry,geometric_transformation,0.70,1,easy,no
Test-2023C-Q14,Algebra,rational_expression,0.90,1,easy,no
Test-2023C-Q15,Calculus,derivative_rules,0.95,1,easy,no
Test-2023C-Q16,Probability,compound_event,0.90,1,easy,no
Test-2023C-Q17,Vectors,vector_geometry,0.95,1,easy,no
Test-2023C-Q18,Complex Numbers,complex_numbers,0.90,1,easy,no
Test-2023C-Q19,Exponents and Logarithms,exponent_rules,0.60,1,easy,yes
Test-2023C-Q2,Coordinate Geometry,coordinate_geometry,0.90,1,easy,no
Test-2023C-Q20,Matrices,matrix_inverse,0.90,1,easy,no
Test-2023C-Q21,Trigonometry,trig_triangle,0.98,1,easy,no
Test-2023C-Q22,Coordinate Geometry,coordinate_geometry,0.95,1,easy,no
Test-2023C-Q23,Matrices,geometric_transformation,0.90,1,easy,no
Test-2023C-Q24,Solid Geometry,solid_geometry,0.90,1,easy,no
Test-2023C-Q25,Calculus,indefinite_integral,0.95,1,easy,no
Test-2023C-Q26,Statistics,dispersion,0.95,1,easy,no
Test-2023C-Q27,Combinatorics,permutation_arrangement,0.95,1,easy,no
Test-2023C-Q28,Calculus,definite_integral,0.98,1,easy,no
Test-2023C-Q29,Trigonometry,trig_identity,0.90,1,easy,no
Test-2023C-Q3,Vectors,vector_geometry,0.90,1,easy,no
Test-2023C-Q30,Algebra,quadratic_inequality,0.85,1,easy,no
Test-2023C-Q31,Statistics,central_tendency,0.65,1,easy,yes
Test-2023C-Q32,Calculus,derivative_application,0.95,1,easy,no
Test-2023C-Q33,Geometry,triangle_geometry,0.95,1,easy,no
Test-2023C-Q34,Polynomials,polynomial_remainder,0.95,1,easy,no
Test-2023C-Q35,Calculus,derivative_application,0.95,1,easy,no
Test-2023C-Q36,Matrices,matrix_operation,0.75,1,easy,no
Test-2023C-Q4,Sets,set_theory,0.95,1,easy,no
Test-2023C-Q5,Complex Numbers,complex_numbers,0.98,1,easy,no
Test-2023C-Q6,Probability,discrete_distribution,0.95,1,easy,no
Test-2023C-Q7,Functions,function_graph,0.60,1,easy,yes
Test-2023C-Q8,Geometry,circle_geometry,0.95,1,easy,no
Test-2023C-Q9,Statistics,data_display,0.70,1,easy,no
Test-2023D-Q1,Arithmetic,radical_expression,0.90,1,easy,no
Test-2023D-Q10,Logarithms,logarithm,0.90,1,easy,no
Test-2023D-Q11,Sequences and Series,progression,0.90,1,easy,no
Test-2023D-Q12,Trigonometry,trig_value,0.95,1,easy,no
Test-2023D-Q13,Coordinate Geometry,geometric_transformation,0.70,1,easy,no
Test-2023D-Q14,Algebra,rational_expression,0.90,1,easy,no
Test-2023D-Q15,Calculus,derivative_rules,0.95,1,easy,no
Test-2023D-Q16,Probability,compound_event,0.90,1,easy,no
Test-2023D-Q17,Vectors,vector_geometry,0.95,1,easy,no
Test-2023D-Q18,Complex Numbers,complex_numbers,0.90,1,easy,no
Test-2023D-Q19,Exponents and Logarithms,exponent_rules,0.60,1,easy,yes
Test-2023D-Q2,Coordinate Geometry,coordinate_geometry,0.90,1,easy,no
Test-2023D-Q20,Matrices,matrix_inverse,0.90,1,easy,no
Test-2023D-Q21,Trigonometry,trig_triangle,0.98,1,easy,no
Test-2023D-Q22,Coordinate Geometry,coordinate_geometry,0.95,1,easy,no
Test-2023D-Q23,Matrices,geometric_transformation,0.90,1,easy,no
Test-2023D-Q24,Solid Geometry,solid_geometry,0.90,1,easy,no
Test-2023D-Q25,Calculus,indefinite_integral,0.95,1,easy,no
Test-2023D-Q26,Statistics,dispersion,0.95,1,easy,no
Test-2023D-Q27,Combinatorics,permutation_arrangement,0.95,1,easy,no
Test-2023D-Q28,Calculus,definite_integral,0.98,1,easy,no
Test-2023D-Q29,Trigonometry,trig_identity,0.90,1,easy,no
Test-2023D-Q3,Vectors,vector_geometry,0.90,1,easy,no
Test-2023D-Q30,Algebra,quadratic_inequality,0.85,1,easy,no
Test-2023D-Q31,Statistics,central_tendency,0.65,1,easy,yes
Test-2023D-Q32,Calculus,derivative_application,0.95,1,easy,no
Test-2023D-Q33,Geometry,triangle_geometry,0.95,1,easy,no
Test-2023D-Q34,Polynomials,polynomial_remainder,0.95,1,easy,no
Test-2023D-Q35,Calculus,derivative_application,0.95,1,easy,no
Test-2023D-Q36,Matrices,matrix_operation,0.75,1,easy,no
Test-2023D-Q4,Sets,set_theory,0.95,1,easy,no
Test-2023D-Q5,Complex Numbers,complex_numbers,0.98,1,easy,no
Test-2023D-Q6,Probability,discrete_distribution,0.95,1,easy,no
Test-2023D-Q7,Functions,function_graph,0.60,1,easy,yes
Test-2023D-Q8,Geometry,circle_geometry,0.95,1,easy,no
Test-2023D-Q9,Statistics,data_display,0.70,1,easy,no
Test-2024A-Q1,algebra,number_representation,0.50,1,easy,yes
Test-2024A-Q10,algebra,word_problem_arithmetic,0.80,1,easy,no
Test-2024A-Q11,algebra,rational_expression,0.95,1,easy,no
Test-2024A-Q12,geometry,triangle_geometry,0.95,1,easy,no
Test-2024A-Q13,trigonometry,trig_identity,0.80,2,easy,no
Test-2024A-Q14,geometry,coordinate_geometry,0.95,2,easy,no
Test-2024A-Q15,calculus,definite_integral,0.95,2,easy,no
Test-2024A-Q16,algebra,complex_numbers,0.95,2,easy,no
Test-2024A-Q17,probability,expected_value,0.90,2,easy,no
Test-2024A-Q18,probability,geometric_probability,0.95,2,easy,no
Test-2024A-Q19,calculus,indefinite_integral,0.90,2,easy,no
Test-2024A-Q2,probability,discrete_distribution,0.85,1,easy,no
Test-2024A-Q20,algebra,word_problem_arithmetic,0.85,2,easy,no
Test-2024A-Q21,algebra,quadratic_inequality,0.85,2,easy,no
Test-2024A-Q22,probability,compound_event,0.85,2,easy,no
Test-2024A-Q23,functions,function_graph,0.65,2,easy,yes
Test-2024A-Q24,algebra,logarithm,0.95,2,easy,no
Test-2024A-Q25,geometry,solid_geometry,0.90,3,medium,no
Test-2024A-Q26,algebra,polynomial_remainder,0.95,3,medium,no
Test-2024A-Q27,geometry,coordinate_geometry,0.80,3,medium,no
Test-2024A-Q28,combinatorics,counting_principle,0.85,3,medium,no
Test-2024A-Q29,algebra,progression,0.65,3,medium,yes
Test-2024A-Q3,algebra,linear_equation,0.95,1,easy,no
Test-2024A-Q30,algebra,polynomial_factoring,0.50,3,medium,yes
Test-2024A-Q31,calculus,indefinite_integral,0.95,3,medium,no
Test-2024A-Q32,algebra,geometric_transformation,0.95,3,medium,no
Test-2024A-Q33,geometry,circle_theorem,0.80,3,medium,no
Test-2024A-Q34,calculus,derivative_application,0.90,3,medium,no
Test-2024A-Q35,algebra,matrix_inverse,0.85,3,medium,no
Test-2024A-Q36,geometry,vector_geometry,0.90,3,medium,no
Test-2024A-Q4,algebra,exponent_rules,0.70,1,easy,no
Test-2024A-Q5,geometry,circle_geometry,0.90,1,easy,no
Test-2024A-Q6,combinatorics,combination_selection,0.60,1,easy,yes
Test-2024A-Q7,geometry,vector_geometry,0.90,1,easy,no
Test-2024A-Q8,calculus,derivative_rules,0.95,1,easy,no
Test-2024A-Q9,algebra,number_representation,0.90,1,easy,no
Test-2024B-Q1,algebra,number_representation,0.50,1,easy,yes
Test-2024B-Q10,algebra,word_problem_arithmetic,0.80,1,easy,no
Test-2024B-Q11,algebra,rational_expression,0.95,1,easy,no
Test-2024B-Q12,geometry,triangle_geometry,0.95,1,easy,no
Test-2024B-Q13,trigonometry,trig_identity,0.80,2,easy,no
Test-2024B-Q14,geometry,coordinate_geometry,0.95,2,easy,no
Test-2024B-Q15,calculus,definite_integral,0.95,2,easy,no
Test-2024B-Q16,algebra,complex_numbers,0.95,2,easy,no
Test-2024B-Q17,probability,expected_value,0.90,2,easy,no
Test-2024B-Q18,probability,geometric_probability,0.95,2,easy,no
Test-2024B-Q19,calculus,indefinite_integral,0.90,2,easy,no
Test-2024B-Q2,probability,discrete_distribution,0.85,1,easy,no
Test-2024B-Q20,algebra,word_problem_arithmetic,0.85,2,easy,no
Test-2024B-Q21,algebra,quadratic_inequality,0.85,2,easy,no
Test-2024B-Q22,probability,compound_event,0.85,2,easy,no
Test-2024B-Q23,functions,function_graph,0.65,2,easy,yes
Test-2024B-Q24,algebra,logarithm,0.95,2,easy,no
Test-2024B-Q25,geometry,solid_geometry,0.90,3,medium,no
Test-2024B-Q26,algebra,polynomial_remainder,0.95,3,medium,no
Test-2024B-Q27,geometry,coordinate_geometry,0.80,3,medium,no
Test-2024B-Q28,combinatorics,counting_principle,0.85,3,medium,no
Test-2024B-Q29,algebra,progression,0.65,3,medium,yes
Test-2024B-Q3,algebra,linear_equation,0.95,1,easy,no
Test-2024B-Q30,algebra,polynomial_factoring,0.50,3,medium,yes
Test-2024B-Q31,calculus,indefinite_integral,0.95,3,medium,no
Test-2024B-Q32,algebra,geometric_transformation,0.95,3,medium,no
Test-2024B-Q33,geometry,circle_theorem,0.80,3,medium,no
Test-2024B-Q34,calculus,derivative_application,0.90,3,medium,no
Test-2024B-Q35,algebra,matrix_inverse,0.85,3,medium,no
Test-2024B-Q36,geometry,vector_geometry,0.90,3,medium,no
Test-2024B-Q4,algebra,exponent_rules,0.70,1,easy,no
Test-2024B-Q5,geometry,circle_geometry,0.90,1,easy,no
Test-2024B-Q6,combinatorics,combination_selection,0.60,1,easy,yes
Test-2024B-Q7,geometry,vector_geometry,0.90,1,easy,no
Test-2024B-Q8,calculus,derivative_rules,0.95,1,easy,no
Test-2024B-Q9,algebra,number_representation,0.90,1,easy,no
Test-2024C-Q1,algebra,number_representation,0.50,1,easy,yes
Test-2024C-Q10,algebra,word_problem_arithmetic,0.80,1,easy,no
Test-2024C-Q11,algebra,rational_expression,0.95,1,easy,no
Test-2024C-Q12,geometry,triangle_geometry,0.95,1,easy,no
Test-2024C-Q13,trigonometry,trig_identity,0.80,2,easy,no
Test-2024C-Q14,geometry,coordinate_geometry,0.95,2,easy,no
Test-2024C-Q15,calculus,definite_integral,0.95,2,easy,no
Test-2024C-Q16,complex_numbers,complex_numbers,0.95,2,easy,no
Test-2024C-Q17,probability,expected_value,0.90,2,easy,no
Test-2024C-Q18,probability,geometric_probability,0.95,2,easy,no
Test-2024C-Q19,calculus,indefinite_integral,0.90,2,easy,no
Test-2024C-Q2,probability,discrete_distribution,0.85,1,easy,no
Test-2024C-Q20,algebra,word_problem_arithmetic,0.85,2,easy,no
Test-2024C-Q21,algebra,quadratic_inequality,0.85,2,easy,no
Test-2024C-Q22,probability,compound_event,0.85,2,easy,no
Test-2024C-Q23,algebra,function_graph,0.65,2,easy,yes
Test-2024C-Q24,algebra,logarithm,0.95,2,easy,no
Test-2024C-Q25,geometry,solid_geometry,0.90,3,medium,no
Test-2024C-Q26,algebra,polynomial_remainder,0.95,3,medium,no
Test-2024C-Q27,geometry,coordinate_geometry,0.80,3,medium,no
Test-2024C-Q28,combinatorics,counting_principle,0.85,3,medium,no
Test-2024C-Q29,algebra,progression,0.65,3,medium,yes
Test-2024C-Q3,algebra,linear_equation,0.95,1,easy,no
Test-2024C-Q30,algebra,polynomial_factoring,0.50,3,medium,yes
Test-2024C-Q31,calculus,indefinite_integral,0.95,3,medium,no
Test-2024C-Q32,linear_algebra,geometric_transformation,0.95,3,medium,no
Test-2024C-Q33,geometry,circle_theorem,0.80,3,medium,no
Test-2024C-Q34,calculus,derivative_application,0.90,3,medium,no
Test-2024C-Q35,linear_algebra,matrix_inverse,0.85,3,medium,no
Test-2024C-Q36,geometry,vector_geometry,0.90,3,medium,no
Test-2024C-Q4,algebra,exponent_rules,0.70,1,easy,no
Test-2024C-Q5,geometry,circle_geometry,0.90,1,easy,no
Test-2024C-Q6,combinatorics,combination_selection,0.60,1,easy,yes
Test-2024C-Q7,geometry,vector_geometry,0.90,1,easy,no
Test-2024C-Q8,calculus,derivative_rules,0.95,1,easy,no
Test-2024C-Q9,algebra,number_representation,0.90,1,easy,no
Test-2024D-Q1,algebra,number_representation,0.50,1,easy,yes
Test-2024D-Q10,algebra,word_problem_arithmetic,0.80,1,easy,no
Test-2024D-Q11,algebra,rational_expression,0.95,1,easy,no
Test-2024D-Q12,geometry,triangle_geometry,0.95,1,easy,no
Test-2024D-Q13,trigonometry,trig_identity,0.80,2,easy,no
Test-2024D-Q14,geometry,coordinate_geometry,0.95,2,easy,no
Test-2024D-Q15,calculus,definite_integral,0.95,2,easy,no
Test-2024D-Q16,complex_numbers,complex_numbers,0.95,2,easy,no
Test-2024D-Q17,probability,expected_value,0.90,2,easy,no
Test-2024D-Q18,probability,geometric_probability,0.95,2,easy,no
Test-2024D-Q19,calculus,indefinite_integral,0.90,2,easy,no
Test-2024D-Q2,probability,discrete_distribution,0.85,1,easy,no
Test-2024D-Q20,algebra,word_problem_arithmetic,0.85,2,easy,no
Test-2024D-Q21,algebra,quadratic_inequality,0.85,2,easy,no
Test-2024D-Q22,probability,compound_event,0.85,2,easy,no
Test-2024D-Q23,algebra,function_graph,0.65,2,easy,yes
Test-2024D-Q24,algebra,logarithm,0.95,2,easy,no
Test-2024D-Q25,geometry,solid_geometry,0.90,3,medium,no
Test-2024D-Q26,algebra,polynomial_remainder,0.95,3,medium,no
Test-2024D-Q27,geometry,coordinate_geometry,0.80,3,medium,no
Test-2024D-Q28,combinatorics,counting_principle,0.85,3,medium,no
Test-2024D-Q29,algebra,progression,0.65,3,medium,yes
Test-2024D-Q3,algebra,linear_equation,0.95,1,easy,no
Test-2024D-Q30,algebra,polynomial_factoring,0.50,3,medium,yes
Test-2024D-Q31,calculus,indefinite_integral,0.95,3,medium,no
Test-2024D-Q32,linear_algebra,geometric_transformation,0.95,3,medium,no
Test-2024D-Q33,geometry,circle_theorem,0.80,3,medium,no
Test-2024D-Q34,calculus,derivative_application,0.90,3,medium,no
Test-2024D-Q35,linear_algebra,matrix_inverse,0.85,3,medium,no
Test-2024D-Q36,geometry,vector_geometry,0.90,3,medium,no
Test-2024D-Q4,algebra,exponent_rules,0.70,1,easy,no
Test-2024D-Q5,geometry,circle_geometry,0.90,1,easy,no
Test-2024D-Q6,combinatorics,combination_selection,0.60,1,easy,yes
Test-2024D-Q7,geometry,vector_geometry,0.90,1,easy,no
Test-2024D-Q8,calculus,derivative_rules,0.95,1,easy,no
Test-2024D-Q9,algebra,number_representation,0.90,1,easy,no
Test-2025A-Q1,algebra,radical_expression,0.90,1,easy,no
Test-2025A-Q10,algebra,rational_expression,0.95,1,easy,no
Test-2025A-Q11,calculus,differential_equation,0.98,1,easy,no
Test-2025A-Q12,algebra,complex_numbers,0.95,1,easy,no
Test-2025A-Q13,algebra,function_graph,0.85,2,easy,no
Test-2025A-Q14,calculus,derivative_application,0.90,2,easy,no
Test-2025A-Q15,set_theory,set_theory,0.80,2,easy,no
Test-2025A-Q16,calculus,definite_integral,0.90,2,easy,no
Test-2025A-Q17,geometry,circle_theorem,0.80,2,easy,no
Test-2025A-Q18,trigonometry,trig_equation,0.95,2,easy,no
Test-2025A-Q19,calculus,derivative_application,0.95,2,easy,no
Test-2025A-Q2,trigonometry,trig_value,0.95,1,easy,no
Test-2025A-Q20,geometry,coordinate_geometry,0.80,2,easy,no
Test-2025A-Q21,algebra,progression,0.65,2,easy,yes
Test-2025A-Q22,algebra,word_problem_arithmetic,0.80,2,easy,no
Test-2025A-Q23,linear_algebra,vector_geometry,0.90,2,easy,no
Test-2025A-Q24,statistics,central_tendency,0.80,2,easy,no
Test-2025A-Q25,probability,discrete_distribution,0.70,3,medium,no
Test-2025A-Q26,probability,geometric_probability,0.90,3,medium,no
Test-2025A-Q27,algebra,word_problem_arithmetic,0.80,3,medium,no
Test-2025A-Q28,algebra,polynomial_remainder,0.75,3,medium,no
Test-2025A-Q29,combinatorics,permutation_arrangement,0.90,3,medium,no
Test-2025A-Q3,set_theory,set_theory,0.90,1,easy,no
Test-2025A-Q30,algebra,polynomial_factoring,0.50,3,medium,yes
Test-2025A-Q31,geometry,circle_geometry,0.80,3,medium,no
Test-2025A-Q32,linear_algebra,geometric_transformation,0.90,3,medium,no
Test-2025A-Q33,geometry,vector_geometry,0.70,3,medium,no
Test-2025A-Q34,calculus,differential_equation,0.90,3,medium,no
Test-2025A-Q35,linear_algebra,matrix_inverse,0.85,3,medium,no
Test-2025A-Q36,calculus,derivative_application,0.85,3,medium,no
Test-2025A-Q4,calculus,indefinite_integral,0.95,1,easy,no
Test-2025A-Q5,algebra,quadratic_inequality,0.80,1,easy,no
Test-2025A-Q6,statistics,data_display,0.70,1,easy,no
Test-2025A-Q7,probability,discrete_distribution,0.95,1,easy,no
Test-2025A-Q8,geometry,coordinate_geometry,0.55,1,easy,yes
Test-2025A-Q9,algebra,number_representation,0.95,1,easy,no
Test-2025B-Q1,algebra,radical_expression,0.90,1,easy,no
Test-2025B-Q10,algebra,rational_expression,0.95,1,easy,no
Test-2025B-Q11,calculus,differential_equation,0.98,1,easy,no
Test-2025B-Q12,algebra,complex_numbers,0.95,1,easy,no
Test-2025B-Q13,algebra,function_graph,0.85,2,easy,no
Test-2025B-Q14,calculus,derivative_application,0.90,2,easy,no
Test-2025B-Q15,set_theory,set_theory,0.80,2,easy,no
Test-2025B-Q16,calculus,definite_integral,0.90,2,easy,no
Test-2025B-Q17,geometry,circle_theorem,0.80,2,easy,no
Test-2025B-Q18,trigonometry,trig_equation,0.95,2,easy,no
Test-2025B-Q19,calculus,derivative_application,0.95,2,easy,no
Test-2025B-Q2,trigonometry,trig_value,0.95,1,easy,no
Test-2025B-Q20,geometry,coordinate_geometry,0.80,2,easy,no
Test-2025B-Q21,algebra,progression,0.65,2,easy,yes
Test-2025B-Q22,algebra,word_problem_arithmetic,0.80,2,easy,no
Test-2025B-Q23,linear_algebra,vector_geometry,0.90,2,easy,no
Test-2025B-Q24,statistics,central_tendency,0.80,2,easy,no
Test-2025B-Q25,probability,discrete_distribution,0.70,3,medium,no
Test-2025B-Q26,probability,geometric_probability,0.90,3,medium,no
Test-2025B-Q27,algebra,word_problem_arithmetic,0.80,3,medium,no
Test-2025B-Q28,algebra,polynomial_remainder,0.75,3,medium,no
Test-2025B-Q29,combinatorics,permutation_arrangement,0.90,3,medium,no
Test-2025B-Q3,set_theory,set_theory,0.90,1,easy,no
Test-2025B-Q30,algebra,polynomial_factoring,0.50,3,medium,yes
Test-2025B-Q31,geometry,circle_geometry,0.80,3,medium,no
Test-2025B-Q32,linear_algebra,geometric_transformation,0.90,3,medium,no
Test-2025B-Q33,geometry,vector_geometry,0.70,3,medium,no
Test-2025B-Q34,calculus,differential_equation,0.90,3,medium,no
Test-2025B-Q35,linear_algebra,matrix_inverse,0.85,3,medium,no
Test-2025B-Q36,calculus,derivative_application,0.85,3,medium,no
Test-2025B-Q4,calculus,indefinite_integral,0.95,1,easy,no
Test-2025B-Q5,algebra,quadratic_inequality,0.80,1,easy,no
Test-2025B-Q6,statistics,data_display,0.70,1,easy,no
Test-2025B-Q7,probability,discrete_distribution,0.95,1,easy,no
Test-2025B-Q8,geometry,coordinate_geometry,0.55,1,easy,yes
Test-2025B-Q9,algebra,number_representation,0.95,1,easy,no
Test-2025C-Q1,algebra,radical_expression,0.90,1,easy,no
Test-2025C-Q10,algebra,rational_expression,0.95,1,easy,no
Test-2025C-Q11,calculus,differential_equation,0.98,1,easy,no
Test-2025C-Q12,algebra,complex_numbers,0.95,1,easy,no
Test-2025C-Q13,algebra,function_graph,0.85,2,easy,no
Test-2025C-Q14,calculus,derivative_application,0.90,2,easy,no
Test-2025C-Q15,set_theory,set_theory,0.80,2,easy,no
Test-2025C-Q16,calculus,definite_integral,0.90,2,easy,no
Test-2025C-Q17,geometry,circle_theorem,0.80,2,easy,no
Test-2025C-Q18,trigonometry,trig_equation,0.95,2,easy,no
Test-2025C-Q19,calculus,derivative_application,0.95,2,easy,no
Test-2025C-Q2,trigonometry,trig_value,0.95,1,easy,no
Test-2025C-Q20,geometry,coordinate_geometry,0.80,2,easy,no
Test-2025C-Q21,algebra,progression,0.65,2,easy,yes
Test-2025C-Q22,algebra,word_problem_arithmetic,0.80,2,easy,no
Test-2025C-Q23,linear_algebra,vector_geometry,0.90,2,easy,no
Test-2025C-Q24,statistics,central_tendency,0.80,2,easy,no
Test-2025C-Q25,probability,discrete_distribution,0.70,3,medium,no
Test-2025C-Q26,probability,geometric_probability,0.90,3,medium,no
Test-2025C-Q27,algebra,word_problem_arithmetic,0.80,3,medium,no
Test-2025C-Q28,algebra,polynomial_remainder,0.75,3,medium,no
Test-2025C-Q29,combinatorics,permutation_arrangement,0.90,3,medium,no
Test-2025C-Q3,set_theory,set_theory,0.90,1,easy,no
Test-2025C-Q30,algebra,polynomial_factoring,0.50,3,medium,yes
Test-2025C-Q31,geometry,circle_geometry,0.80,3,medium,no
Test-2025C-Q32,linear_algebra,geometric_transformation,0.90,3,medium,no
Test-2025C-Q33,geometry,vector_geometry,0.70,3,medium,no
Test-2025C-Q34,calculus,differential_equation,0.90,3,medium,no
Test-2025C-Q35,linear_algebra,matrix_inverse,0.85,3,medium,no
Test-2025C-Q36,calculus,derivative_application,0.85,3,medium,no
Test-2025C-Q4,calculus,indefinite_integral,0.95,1,easy,no
Test-2025C-Q5,algebra,quadratic_inequality,0.80,1,easy,no
Test-2025C-Q6,statistics,data_display,0.70,1,easy,no
Test-2025C-Q7,probability,discrete_distribution,0.95,1,easy,no
Test-2025C-Q8,geometry,coordinate_geometry,0.55,1,easy,yes
Test-2025C-Q9,algebra,number_representation,0.95,1,easy,no
Test-2025D-Q1,algebra,radical_expression,0.90,1,easy,no
Test-2025D-Q10,algebra,rational_expression,0.95,1,easy,no
Test-2025D-Q11,calculus,differential_equation,0.98,1,easy,no
Test-2025D-Q12,algebra,complex_numbers,0.95,1,easy,no
Test-2025D-Q13,functions,function_graph,0.85,2,easy,no
Test-2025D-Q14,functions,derivative_application,0.90,2,easy,no
Test-2025D-Q15,set_theory,set_theory,0.80,2,easy,no
Test-2025D-Q16,calculus,definite_integral,0.90,2,easy,no
Test-2025D-Q17,geometry,circle_theorem,0.80,2,easy,no
Test-2025D-Q18,trigonometry,trig_equation,0.95,2,easy,no
Test-2025D-Q19,calculus,derivative_application,0.95,2,easy,no
Test-2025D-Q2,trigonometry,trig_value,0.95,1,easy,no
Test-2025D-Q20,geometry,coordinate_geometry,0.80,2,easy,no
Test-2025D-Q21,algebra,progression,0.65,2,easy,yes
Test-2025D-Q22,algebra,word_problem_arithmetic,0.80,2,easy,no
Test-2025D-Q23,geometry,vector_geometry,0.90,2,easy,no
Test-2025D-Q24,statistics,central_tendency,0.80,2,easy,no
Test-2025D-Q25,probability,discrete_distribution,0.70,3,medium,no
Test-2025D-Q26,probability,geometric_probability,0.90,3,medium,no
Test-2025D-Q27,algebra,word_problem_arithmetic,0.80,3,medium,no
Test-2025D-Q28,algebra,polynomial_remainder,0.75,3,medium,no
Test-2025D-Q29,combinatorics,permutation_arrangement,0.90,3,medium,no
Test-2025D-Q3,set_theory,set_theory,0.90,1,easy,no
Test-2025D-Q30,algebra,polynomial_factoring,0.50,3,medium,yes
Test-2025D-Q31,geometry,circle_geometry,0.80,3,medium,no
Test-2025D-Q32,geometry,geometric_transformation,0.90,3,medium,no
Test-2025D-Q33,geometry,vector_geometry,0.70,3,medium,no
Test-2025D-Q34,calculus,differential_equation,0.90,3,medium,no
Test-2025D-Q35,algebra,matrix_inverse,0.85,3,medium,no
Test-2025D-Q36,calculus,derivative_application,0.85,3,medium,no
Test-2025D-Q4,calculus,indefinite_integral,0.95,1,easy,no
Test-2025D-Q5,algebra,quadratic_inequality,0.80,1,easy,no
Test-2025D-Q6,statistics,data_display,0.70,1,easy,no
Test-2025D-Q7,probability,discrete_distribution,0.95,1,easy,no
Test-2025D-Q8,geometry,coordinate_geometry,0.55,1,easy,yes
Test-2025D-Q9,algebra,number_representation,0.95,1,easy,no
Test-2A-Q1,algebra,exponent_rules,0.90,1,easy,no
Test-2A-Q10,,function_inverse_composite,0.50,1,easy,yes
Test-2A-Q11,,function_domain_range,0.90,1,easy,no
Test-2A-Q12,,complex_numbers,0.95,1,easy,no
Test-2A-Q13,,polygon_geometry,0.85,1,easy,no
Test-2A-Q14,,number_representation,0.55,1,easy,yes
Test-2A-Q15,,word_problem_arithmetic,0.85,1,easy,no
Test-2A-Q16,,polynomial_remainder,0.55,1,easy,yes
Test-2A-Q17,,trig_value,0.80,1,easy,no
Test-2A-Q18,,trig_identity,0.95,1,easy,no
Test-2A-Q19,,trig_identity,0.85,1,easy,no
Test-2A-Q2,algebra,exponent_rules,0.95,1,easy,no
Test-2A-Q20,,polygon_geometry,0.85,1,easy,no
Test-2A-Q21,,logarithm,0.90,1,easy,no
Test-2A-Q22,,logarithm,0.90,1,easy,no
Test-2A-Q23,,solid_geometry,0.85,1,easy,no
Test-2A-Q24,,exponent_rules,0.65,1,easy,yes
Test-2A-Q25,,coordinate_geometry,0.80,1,easy,no
Test-2A-Q26,,compound_event,0.70,1,easy,no
Test-2A-Q27,,matrix_operation,0.95,1,easy,no
Test-2A-Q28,,function_inverse_composite,0.95,1,easy,no
Test-2A-Q29,,rational_expression,0.90,1,easy,no
Test-2A-Q3,algebra,quadratic_equation,0.90,1,easy,no
Test-2A-Q30,,polynomial_remainder,0.95,1,easy,no
Test-2A-Q31,,derivative_application,0.90,1,easy,no
Test-2A-Q32,,vector_geometry,0.90,1,easy,no
Test-2A-Q33,,set_theory,0.90,1,easy,no
Test-2A-Q34,,set_theory,0.90,1,easy,no
Test-2A-Q35,,discrete_distribution,0.70,1,easy,no
Test-2A-Q36,,geometric_probability,0.95,1,easy,no
Test-2A-Q4,sequences,progression,0.95,1,easy,no
Test-2A-Q5,,function_domain_range,0.80,1,easy,no
Test-2A-Q6,,quadratic_equation,0.65,1,easy,yes
Test-2A-Q7,,coordinate_geometry,0.90,1,easy,no
Test-2A-Q8,,system_of_equations,0.90,1,easy,no
Test-2A-Q9,,function_domain_range,0.70,1,easy,no
Test-2B-Q1,algebra,exponent_rules,0.90,1,easy,no
Test-2B-Q10,algebra,function_inverse_composite,0.50,1,easy,yes
Test-2B-Q11,functions,function_domain_range,0.90,1,easy,no
Test-2B-Q12,algebra,complex_numbers,0.95,1,easy,no
Test-2B-Q13,geometry,polygon_geometry,0.85,1,easy,no
Test-2B-Q14,algebra,number_representation,0.55,1,easy,yes
